id;component;action;target;objectid;edulevel;contextid;contextlevel;contextinstanceid;userid;courseid;anonymous;timecreated
69205;mod_forum;created;subscription;24818;2;34223;70;21296;15139;52;0;1424852541
69207;mod_forum;created;subscription;24819;2;34215;70;21295;14551;52;0;1424852543
69208;mod_forum;created;subscription;24820;2;34223;70;21296;14551;52;0;1424852543
69214;mod_forum;created;subscription;24821;2;34215;70;21295;16036;52;0;1424852573
69215;mod_forum;created;subscription;24822;2;34223;70;21296;16036;52;0;1424852573
69221;mod_forum;created;subscription;24823;2;34215;70;21295;12902;52;0;1424852586
69222;mod_forum;created;subscription;24824;2;34223;70;21296;12902;52;0;1424852586
69227;mod_forum;created;subscription;24825;2;34215;70;21295;16032;52;0;1424852601
69228;mod_forum;created;subscription;24826;2;34223;70;21296;16032;52;0;1424852601
69230;mod_forum;created;subscription;24827;2;34215;70;21295;14947;52;0;1424852603
69231;mod_forum;created;subscription;24828;2;34223;70;21296;14947;52;0;1424852603
69357;assignsubmission_file;created;submission;78902;2;81070;70;50104;11196;52;0;1424854704
69359;assignsubmission_file;created;submission;78903;2;81070;70;50104;14937;52;0;1424854738
69361;assignsubmission_file;created;submission;78904;2;81070;70;50104;16029;52;0;1424854745
69364;assignsubmission_file;created;submission;78905;2;81070;70;50104;16032;52;0;1424854750
69366;assignsubmission_file;created;submission;78906;2;81070;70;50104;14947;52;0;1424854750
69368;assignsubmission_file;created;submission;78907;2;81070;70;50104;16033;52;0;1424854750
69370;assignsubmission_file;created;submission;78908;2;81070;70;50104;16034;52;0;1424854751
69372;assignsubmission_file;created;submission;78909;2;81070;70;50104;14760;52;0;1424854752
69374;assignsubmission_file;created;submission;78910;2;81070;70;50104;12902;52;0;1424854763
69376;assignsubmission_file;created;submission;78911;2;81070;70;50104;15533;52;0;1424854764
69379;assignsubmission_file;created;submission;78912;2;81070;70;50104;15475;52;0;1424854788
69383;assignsubmission_file;created;submission;78913;2;81070;70;50104;16035;52;0;1424854823
69385;assignsubmission_file;created;submission;78914;2;81070;70;50104;16030;52;0;1424854828
69387;assignsubmission_file;created;submission;78915;2;81070;70;50104;15139;52;0;1424854831
69389;assignsubmission_file;created;submission;78916;2;81070;70;50104;15198;52;0;1424854835
69413;assignsubmission_file;created;submission;78917;2;81070;70;50104;16036;52;0;1424855031
69689;assignsubmission_file;created;submission;78923;2;81070;70;50104;16153;52;0;1424861113
69715;assignsubmission_file;created;submission;78926;2;81070;70;50104;16150;52;0;1424861716
69892;mod_forum;created;subscription;24830;2;34215;70;21295;16040;52;0;1424866001
69893;mod_forum;created;subscription;24831;2;34223;70;21296;16040;52;0;1424866001
69895;mod_forum;created;subscription;24832;2;34215;70;21295;16039;52;0;1424866002
69896;mod_forum;created;subscription;24833;2;34223;70;21296;16039;52;0;1424866002
69898;mod_forum;created;subscription;24834;2;34215;70;21295;16181;52;0;1424866004
69899;mod_forum;created;subscription;24835;2;34223;70;21296;16181;52;0;1424866004
69900;mod_forum;created;subscription;24836;2;34215;70;21295;14545;52;0;1424866004
69901;mod_forum;created;subscription;24837;2;34223;70;21296;14545;52;0;1424866004
69902;mod_forum;created;subscription;24838;2;34215;70;21295;15314;52;0;1424866004
69903;mod_forum;created;subscription;24839;2;34223;70;21296;15314;52;0;1424866004
69904;mod_forum;created;subscription;24840;2;34215;70;21295;14567;52;0;1424866004
69905;mod_forum;created;subscription;24841;2;34223;70;21296;14567;52;0;1424866004
69910;mod_forum;created;subscription;24842;2;34215;70;21295;14932;52;0;1424866005
69911;mod_forum;created;subscription;24843;2;34223;70;21296;14932;52;0;1424866005
69913;mod_forum;created;subscription;24844;2;34215;70;21295;16180;52;0;1424866005
69914;mod_forum;created;subscription;24845;2;34223;70;21296;16180;52;0;1424866005
69916;mod_forum;created;subscription;24846;2;34215;70;21295;15227;52;0;1424866005
69917;mod_forum;created;subscription;24847;2;34223;70;21296;15227;52;0;1424866005
69919;mod_forum;created;subscription;24848;2;34215;70;21295;14837;52;0;1424866007
69920;mod_forum;created;subscription;24849;2;34223;70;21296;14837;52;0;1424866007
69923;mod_forum;created;subscription;24850;2;34215;70;21295;16042;52;0;1424866009
69924;mod_forum;created;subscription;24851;2;34223;70;21296;16042;52;0;1424866009
69926;mod_forum;created;subscription;24852;2;34215;70;21295;16111;52;0;1424866011
69927;mod_forum;created;subscription;24853;2;34223;70;21296;16111;52;0;1424866011
69929;mod_forum;created;subscription;24854;2;34215;70;21295;16043;52;0;1424866013
69930;mod_forum;created;subscription;24855;2;34223;70;21296;16043;52;0;1424866013
69933;mod_forum;created;subscription;24856;2;34215;70;21295;15264;52;0;1424866027
69934;mod_forum;created;subscription;24857;2;34223;70;21296;15264;52;0;1424866027
69936;mod_forum;created;subscription;24858;2;34215;70;21295;15119;52;0;1424866034
69937;mod_forum;created;subscription;24859;2;34223;70;21296;15119;52;0;1424866034
69940;mod_forum;created;subscription;24860;2;34215;70;21295;16044;52;0;1424866036
69941;mod_forum;created;subscription;24861;2;34223;70;21296;16044;52;0;1424866036
69947;mod_forum;created;subscription;24862;2;34215;70;21295;15753;52;0;1424866062
69948;mod_forum;created;subscription;24863;2;34223;70;21296;15753;52;0;1424866062
70184;assignsubmission_file;created;submission;78928;2;81070;70;50104;16039;52;0;1424868387
70186;assignsubmission_file;created;submission;78929;2;81070;70;50104;16181;52;0;1424868387
70188;assignsubmission_file;created;submission;78930;2;81070;70;50104;16040;52;0;1424868387
70190;assignsubmission_file;created;submission;78931;2;81070;70;50104;14545;52;0;1424868388
70192;assignsubmission_file;created;submission;78932;2;81070;70;50104;15227;52;0;1424868388
70194;assignsubmission_file;created;submission;78933;2;81070;70;50104;15314;52;0;1424868390
70198;assignsubmission_file;created;submission;78934;2;81070;70;50104;16042;52;0;1424868408
70200;assignsubmission_file;created;submission;78935;2;81070;70;50104;15264;52;0;1424868410
70202;assignsubmission_file;created;submission;78936;2;113462;70;72112;14578;52;0;1424868413
70205;assignsubmission_file;created;submission;78937;2;81070;70;50104;15753;52;0;1424868414
70207;assignsubmission_file;created;submission;78938;2;81070;70;50104;14837;52;0;1424868414
70209;assignsubmission_file;created;submission;78939;2;81070;70;50104;16111;52;0;1424868414
70211;assignsubmission_file;created;submission;78940;2;81070;70;50104;16044;52;0;1424868415
70213;assignsubmission_file;created;submission;78941;2;81070;70;50104;16043;52;0;1424868415
70215;assignsubmission_file;created;submission;78942;2;81070;70;50104;14932;52;0;1424868419
70217;assignsubmission_file;created;submission;78943;2;81070;70;50104;16180;52;0;1424868444
70227;assignsubmission_file;created;submission;78944;2;81070;70;50104;14567;52;0;1424868492
70236;assignsubmission_file;created;submission;78945;2;81070;70;50104;15119;52;0;1424868514
70332;assignsubmission_file;created;submission;78946;2;81070;70;50104;14580;52;0;1424869897
70407;assignsubmission_file;created;submission;78950;2;81718;70;50752;15768;604;0;1424872005
70654;assignsubmission_file;created;submission;78952;2;111775;70;70966;14705;1148;0;1424874734
70877;assignsubmission_file;created;submission;78956;2;81718;70;50752;15391;604;0;1424878573
70885;assignsubmission_file;created;submission;78957;2;81070;70;50104;15152;52;0;1424878708
71224;assignsubmission_file;created;submission;78961;2;81718;70;50752;15736;604;0;1424882394
71340;assignsubmission_file;created;submission;78965;2;81070;70;50104;14818;52;0;1424884362
71445;assignsubmission_file;created;submission;78969;2;81718;70;50752;15961;604;0;1424885983
71484;assignsubmission_file;created;submission;78970;2;81070;70;50104;14931;52;0;1424886231
71521;assignsubmission_file;created;submission;78972;2;82430;70;51464;15728;675;0;1424886593
71707;assignsubmission_file;created;submission;78974;2;81070;70;50104;16152;52;0;1424888466
71710;assignsubmission_file;created;submission;78975;2;81718;70;50752;15244;604;0;1424888514
71729;assignsubmission_file;created;submission;78976;2;81718;70;50752;16051;604;0;1424888831
71740;assignsubmission_file;created;submission;78977;2;81718;70;50752;15514;604;0;1424888996
71807;assignsubmission_file;created;submission;78979;2;82430;70;51464;16116;675;0;1424890300
71855;assignsubmission_file;created;submission;78980;2;81070;70;50104;14761;52;0;1424890902
71867;assignsubmission_file;created;submission;78981;2;81718;70;50752;16050;604;0;1424891170
71878;assignsubmission_file;created;submission;78982;2;81718;70;50752;15770;604;0;1424891301
71909;assignsubmission_file;created;submission;78984;2;81718;70;50752;15792;604;0;1424891939
71976;assignsubmission_file;created;submission;78985;2;81070;70;50104;15215;52;0;1424892865
72326;assignsubmission_file;created;submission;78994;2;81718;70;50752;16185;604;0;1424896873
72419;assignsubmission_file;created;submission;78996;2;81718;70;50752;15720;604;0;1424897652
72497;assignsubmission_file;created;submission;79001;2;81718;70;50752;15727;604;0;1424898733
72619;mod_forum;created;subscription;24867;2;34215;70;21295;16041;52;0;1424902370
72620;mod_forum;created;subscription;24868;2;34223;70;21296;16041;52;0;1424902370
72659;assignsubmission_file;created;submission;79015;2;81070;70;50104;16041;52;0;1424904115
72935;assignsubmission_file;created;submission;79018;2;81718;70;50752;15907;604;0;1424938694
73395;assignsubmission_file;created;submission;79022;2;81070;70;50104;16131;52;0;1424951321
73783;assignsubmission_file;created;submission;79027;2;81070;70;50104;14943;52;0;1424958761
74456;assignsubmission_file;created;submission;79037;2;81070;70;50104;15772;52;0;1424975800
74695;assignsubmission_file;created;submission;79045;2;81070;70;50104;16126;52;0;1424979815
74749;assignsubmission_file;created;submission;79046;2;111775;70;70966;14674;1148;0;1424980211
74933;assignsubmission_file;created;submission;79052;2;81070;70;50104;16095;52;0;1424983356
75091;assignsubmission_file;created;submission;79056;2;111775;70;70966;14644;1148;0;1424986747
75175;assignsubmission_file;created;submission;79057;2;111775;70;70966;14700;1148;0;1424989062
75204;assignsubmission_file;created;submission;79059;2;111775;70;70966;14596;1148;0;1424990339
75428;assignsubmission_file;created;submission;79060;2;81070;70;50104;14824;52;0;1425024939
75559;assignsubmission_file;created;submission;79061;2;81070;70;50104;15515;52;0;1425027718
75968;assignsubmission_file;created;submission;79076;2;81070;70;50104;15713;52;0;1425037372
76120;assignsubmission_file;created;submission;79077;2;82430;70;51464;16085;675;0;1425040667
76210;assignsubmission_file;created;submission;79080;2;81070;70;50104;14862;52;0;1425042110
76596;mod_forum;created;subscription;24872;2;34215;70;21295;16202;52;0;1425057248
76597;mod_forum;created;subscription;24873;2;34223;70;21296;16202;52;0;1425057248
76636;assignsubmission_file;created;submission;79099;2;81070;70;50104;16202;52;0;1425059995
76664;assignsubmission_file;created;submission;79102;2;81070;70;50104;14551;52;0;1425062255
76930;assignsubmission_file;created;submission;79107;2;111699;70;70890;14737;1148;0;1425076146
77357;assignsubmission_file;created;submission;79123;2;111699;70;70890;14611;1148;0;1425126944
77683;assignsubmission_file;created;submission;79129;2;81726;70;50760;15612;604;0;1425134834
77704;assignsubmission_file;created;submission;79131;2;82419;70;51453;15728;675;0;1425136661
77783;assignsubmission_file;created;submission;79135;2;81070;70;50104;15326;52;0;1425140278
77824;assignsubmission_file;created;submission;79137;2;111699;70;70890;12801;1148;0;1425141675
78001;mod_forum;created;subscription;24878;2;34215;70;21295;14129;52;0;1425149769
78002;mod_forum;created;subscription;24879;2;34223;70;21296;14129;52;0;1425149769
78103;assignsubmission_file;created;submission;79141;2;81070;70;50104;14643;52;0;1425156265
78212;booktool_print;printed;book;5419;2;113352;70;72068;14737;1148;0;1425158501
78221;assignsubmission_file;created;submission;79143;2;82419;70;51453;16119;675;0;1425159283
78229;assignsubmission_file;created;submission;79144;2;82430;70;51464;16119;675;0;1425159722
78383;assignsubmission_file;created;submission;79147;2;81070;70;50104;15336;52;0;1425200454
78399;assignsubmission_file;created;submission;79148;2;111775;70;70966;14736;1148;0;1425200890
78465;assignsubmission_file;created;submission;79149;2;81070;70;50104;14913;52;0;1425202389
78513;assignsubmission_file;created;submission;79153;2;82419;70;51453;15996;675;0;1425204371
78522;assignsubmission_file;created;submission;79154;2;82430;70;51464;15996;675;0;1425204564
78635;assignsubmission_file;created;submission;79155;2;81070;70;50104;16154;52;0;1425206588
78653;booktool_print;printed;chapter;18135;2;77823;70;47513;16116;675;0;1425206782
78661;booktool_print;printed;book;2955;2;77823;70;47513;16116;675;0;1425206906
79161;mod_forum;created;subscription;24881;2;34215;70;21295;15167;52;0;1425217548
79162;mod_forum;created;subscription;24882;2;34223;70;21296;15167;52;0;1425217548
79167;assignsubmission_file;created;submission;79164;2;111699;70;70890;12803;1148;0;1425217593
79344;assignsubmission_file;created;submission;79167;2;81070;70;50104;16132;52;0;1425219839
79392;assignsubmission_file;created;submission;79170;2;81070;70;50104;15167;52;0;1425220270
79460;assignsubmission_file;created;submission;79171;2;82434;70;51468;16112;675;0;1425221052
79757;assignsubmission_file;created;submission;79175;2;81070;70;50104;14129;52;0;1425231410
79791;assignsubmission_file;created;submission;79176;2;82430;70;51464;16118;675;0;1425232392
79818;assignsubmission_file;created;submission;79178;2;81070;70;50104;14185;52;0;1425233648
79861;mod_forum;created;subscription;24885;2;34215;70;21295;16220;52;0;1425235566
79862;mod_forum;created;subscription;24886;2;34223;70;21296;16220;52;0;1425235566
79934;assignsubmission_file;created;submission;79179;2;81070;70;50104;16220;52;0;1425236903
79996;assignsubmission_file;created;submission;79180;2;81070;70;50104;16137;52;0;1425238180
80079;assignsubmission_file;created;submission;79181;2;81070;70;50104;15212;52;0;1425240621
80085;assignsubmission_file;created;submission;79182;2;82451;70;51485;15772;675;0;1425240770
80097;assignsubmission_file;created;submission;79183;2;81070;70;50104;16130;52;0;1425240993
80182;assignsubmission_file;created;submission;79185;2;81070;70;50104;16151;52;0;1425243697
80191;assignsubmission_file;created;submission;79186;2;82419;70;51453;15249;675;0;1425244026
80221;assignsubmission_file;created;submission;79187;2;81070;70;50104;16129;52;0;1425244551
80393;assignsubmission_file;created;submission;79191;2;111775;70;70966;14737;1148;0;1425251818
80710;mod_forum;created;subscription;24889;2;34215;70;21295;15776;52;0;1425285108
80711;mod_forum;created;subscription;24890;2;34223;70;21296;15776;52;0;1425285108
80714;mod_forum;created;subscription;24891;2;34215;70;21295;16221;52;0;1425285109
80715;mod_forum;created;subscription;24892;2;34223;70;21296;16221;52;0;1425285109
80717;mod_forum;created;subscription;24893;2;34215;70;21295;16222;52;0;1425285111
80718;mod_forum;created;subscription;24894;2;34223;70;21296;16222;52;0;1425285111
81708;mod_forum;created;subscription;24895;2;34215;70;21295;16224;52;0;1425291344
81709;mod_forum;created;subscription;24896;2;34223;70;21296;16224;52;0;1425291344
81719;mod_forum;created;subscription;24897;2;34215;70;21295;15077;52;0;1425291452
81720;mod_forum;created;subscription;24898;2;34223;70;21296;15077;52;0;1425291452
82511;mod_forum;created;subscription;24900;2;34215;70;21295;16225;52;0;1425298200
82512;mod_forum;created;subscription;24901;2;34223;70;21296;16225;52;0;1425298200
82570;mod_forum;created;subscription;24902;2;34215;70;21295;16226;52;0;1425298402
82571;mod_forum;created;subscription;24903;2;34223;70;21296;16226;52;0;1425298402
83028;assignsubmission_file;created;submission;79198;2;81980;70;51014;15560;52;0;1425300762
83272;mod_forum;created;subscription;24904;2;34215;70;21295;16227;52;0;1425304910
83273;mod_forum;created;subscription;24905;2;34223;70;21296;16227;52;0;1425304910
84178;assignsubmission_file;created;submission;79238;2;82430;70;51464;16086;675;0;1425320605
84237;assignsubmission_file;created;submission;79239;2;111699;70;70890;14596;1148;0;1425321901
84255;assignsubmission_file;created;submission;79240;2;81070;70;50104;15725;52;0;1425322396
84647;assignsubmission_file;created;submission;79253;2;82430;70;51464;15904;675;0;1425332383
84657;assignsubmission_file;created;submission;79255;2;82419;70;51453;15904;675;0;1425332665
84665;assignsubmission_file;created;submission;79257;2;82430;70;51464;15152;675;0;1425333117
84693;assignsubmission_file;created;submission;79261;2;82451;70;51485;15152;675;0;1425333766
84783;assignsubmission_file;created;submission;79265;2;82430;70;51464;16095;675;0;1425342303
85371;mod_forum;created;subscription;24914;2;34215;70;21295;16232;52;0;1425371506
85372;mod_forum;created;subscription;24915;2;34223;70;21296;16232;52;0;1425371506
85388;mod_forum;created;subscription;24916;2;34215;70;21295;15317;52;0;1425371569
85389;mod_forum;created;subscription;24917;2;34223;70;21296;15317;52;0;1425371569
85391;mod_forum;created;subscription;24918;2;34215;70;21295;14350;52;0;1425371575
85392;mod_forum;created;subscription;24919;2;34223;70;21296;14350;52;0;1425371575
85403;mod_forum;created;subscription;24920;2;34215;70;21295;16047;52;0;1425371615
85404;mod_forum;created;subscription;24921;2;34223;70;21296;16047;52;0;1425371615
86439;assignsubmission_file;created;submission;79294;2;82432;70;51466;15249;675;0;1425385251
86444;assignsubmission_file;created;submission;79295;2;82430;70;51464;15249;675;0;1425385389
86781;assignsubmission_file;created;submission;79316;2;81070;70;50104;16232;52;0;1425392064
87263;assignsubmission_file;created;submission;79338;2;82430;70;51464;14931;675;0;1425403120
87563;assignsubmission_file;created;submission;79346;2;82432;70;51466;15215;675;0;1425407827
87591;assignsubmission_file;created;submission;79349;2;82451;70;51485;15215;675;0;1425408221
87704;assignsubmission_file;created;submission;79354;2;81726;70;50760;15393;604;0;1425410406
87718;assignsubmission_file;created;submission;79355;2;81726;70;50760;15921;604;0;1425410484
87883;assignsubmission_file;created;submission;79365;2;82430;70;51464;15215;675;0;1425413807
87931;assignsubmission_file;created;submission;79369;2;82432;70;51466;15772;675;0;1425415679
87982;assignsubmission_file;created;submission;79373;2;82430;70;51464;16178;675;0;1425416941
88126;assignsubmission_file;created;submission;79381;2;82451;70;51485;16178;675;0;1425420962
88132;assignsubmission_file;created;submission;79382;2;82432;70;51466;16178;675;0;1425421160
88198;assignsubmission_file;created;submission;79385;2;82430;70;51464;15772;675;0;1425423159
88260;assignsubmission_file;created;submission;79390;2;82432;70;51466;15152;675;0;1425428728
88411;mod_forum;created;subscription;24927;2;34215;70;21295;16024;52;0;1425451426
88412;mod_forum;created;subscription;24928;2;34223;70;21296;16024;52;0;1425451426
88446;mod_forum;created;subscription;24929;2;34215;70;21295;15419;52;0;1425452894
88447;mod_forum;created;subscription;24930;2;34223;70;21296;15419;52;0;1425452894
88462;mod_forum;created;subscription;24931;2;34215;70;21295;15185;52;0;1425452996
88463;mod_forum;created;subscription;24932;2;34223;70;21296;15185;52;0;1425452996
88466;mod_forum;created;subscription;24933;2;34215;70;21295;13768;52;0;1425453058
88467;mod_forum;created;subscription;24934;2;34223;70;21296;13768;52;0;1425453058
88476;mod_forum;created;subscription;24935;2;34215;70;21295;16027;52;0;1425453321
88477;mod_forum;created;subscription;24936;2;34223;70;21296;16027;52;0;1425453321
88528;assignsubmission_file;created;submission;79393;2;81980;70;51014;16025;52;0;1425455527
88531;assignsubmission_file;created;submission;79394;2;81980;70;51014;13686;52;0;1425455558
88535;assignsubmission_file;created;submission;79395;2;81980;70;51014;16024;52;0;1425455577
88537;assignsubmission_file;created;submission;79396;2;81980;70;51014;13768;52;0;1425455583
88541;assignsubmission_file;created;submission;79397;2;81980;70;51014;15185;52;0;1425455600
88547;assignsubmission_file;created;submission;79398;2;81980;70;51014;16028;52;0;1425455616
88553;assignsubmission_file;created;submission;79399;2;81980;70;51014;16023;52;0;1425455678
88559;assignsubmission_file;created;submission;79400;2;81980;70;51014;16022;52;0;1425455722
88561;assignsubmission_file;created;submission;79401;2;81980;70;51014;15246;52;0;1425455724
88570;assignsubmission_file;created;submission;79402;2;81980;70;51014;15419;52;0;1425455796
88573;assignsubmission_file;created;submission;79403;2;81980;70;51014;16027;52;0;1425455805
88743;mod_forum;created;subscription;24937;2;34215;70;21295;16031;52;0;1425457558
88744;mod_forum;created;subscription;24938;2;34223;70;21296;16031;52;0;1425457558
88770;mod_forum;created;subscription;24939;2;34215;70;21295;16037;52;0;1425457813
88771;mod_forum;created;subscription;24940;2;34223;70;21296;16037;52;0;1425457813
88952;assignsubmission_file;created;submission;79406;2;81980;70;51014;14551;52;0;1425461152
88955;assignsubmission_file;created;submission;79407;2;81980;70;51014;14947;52;0;1425461160
88959;assignsubmission_file;created;submission;79408;2;81980;70;51014;16034;52;0;1425461167
88961;assignsubmission_file;created;submission;79409;2;81980;70;51014;15533;52;0;1425461175
88963;assignsubmission_file;created;submission;79410;2;81980;70;51014;15198;52;0;1425461175
88965;assignsubmission_file;created;submission;79411;2;81980;70;51014;14937;52;0;1425461179
88967;assignsubmission_file;created;submission;79412;2;81980;70;51014;14760;52;0;1425461188
88969;assignsubmission_file;created;submission;79413;2;81980;70;51014;12902;52;0;1425461189
88976;assignsubmission_file;created;submission;79414;2;81980;70;51014;16037;52;0;1425461218
88981;assignsubmission_file;created;submission;79415;2;81980;70;51014;16035;52;0;1425461248
88985;assignsubmission_file;created;submission;79416;2;81980;70;51014;15139;52;0;1425461257
88991;assignsubmission_file;created;submission;79417;2;81980;70;51014;16032;52;0;1425461291
88995;assignsubmission_file;created;submission;79418;2;81980;70;51014;15475;52;0;1425461305
88999;assignsubmission_file;created;submission;79419;2;81980;70;51014;16031;52;0;1425461313
89004;assignsubmission_file;created;submission;79420;2;81980;70;51014;16036;52;0;1425461346
89006;assignsubmission_file;created;submission;79421;2;81980;70;51014;16030;52;0;1425461353
89190;assignsubmission_file;created;submission;79425;2;81726;70;50760;15391;604;0;1425464823
89500;assignsubmission_file;created;submission;79432;2;111775;70;70966;14735;1148;0;1425469849
89758;assignsubmission_file;created;submission;79436;2;81980;70;51014;15229;52;0;1425474140
89762;assignsubmission_file;created;submission;79437;2;81980;70;51014;14932;52;0;1425474395
89768;assignsubmission_file;created;submission;79438;2;81980;70;51014;16181;52;0;1425474473
89794;assignsubmission_file;created;submission;79439;2;81980;70;51014;14567;52;0;1425475110
89796;assignsubmission_file;created;submission;79440;2;81980;70;51014;16041;52;0;1425475119
89803;assignsubmission_file;created;submission;79441;2;81980;70;51014;16040;52;0;1425475162
89808;assignsubmission_file;created;submission;79442;2;81980;70;51014;16044;52;0;1425475209
89813;assignsubmission_file;created;submission;79443;2;81980;70;51014;15264;52;0;1425475247
89816;assignsubmission_file;created;submission;79444;2;81980;70;51014;15314;52;0;1425475263
89824;assignsubmission_file;created;submission;79445;2;81980;70;51014;16043;52;0;1425475294
89830;assignsubmission_file;created;submission;79446;2;81980;70;51014;16039;52;0;1425475323
89840;assignsubmission_file;created;submission;79447;2;81980;70;51014;14837;52;0;1425475389
89844;assignsubmission_file;created;submission;79448;2;81980;70;51014;16111;52;0;1425475432
89846;assignsubmission_file;created;submission;79449;2;81980;70;51014;15753;52;0;1425475434
89850;assignsubmission_file;created;submission;79450;2;81980;70;51014;16042;52;0;1425475447
89862;assignsubmission_file;created;submission;79451;2;81980;70;51014;15119;52;0;1425475585
90528;assignsubmission_file;created;submission;79463;2;81726;70;50760;15514;604;0;1425489840
90559;assignsubmission_file;created;submission;79465;2;81726;70;50760;15792;604;0;1425490187
90579;assignsubmission_file;created;submission;79466;2;81980;70;51014;15996;52;0;1425490368
90588;assignsubmission_file;created;submission;79467;2;111699;70;70890;12817;1148;0;1425490434
90604;assignsubmission_file;created;submission;79468;2;81980;70;51014;16116;52;0;1425490624
90747;assignsubmission_file;created;submission;79472;2;81726;70;50760;15768;604;0;1425491694
90972;assignsubmission_file;created;submission;79487;2;81726;70;50760;15720;604;0;1425495248
91035;assignsubmission_file;created;submission;79491;2;111699;70;70890;14736;1148;0;1425495839
91078;assignsubmission_file;created;submission;79493;2;82451;70;51485;16116;675;0;1425496527
91232;assignsubmission_file;created;submission;79498;2;81726;70;50760;15244;604;0;1425499225
91259;assignsubmission_file;created;submission;79501;2;81726;70;50760;15716;604;0;1425499766
91304;assignsubmission_file;created;submission;79502;2;81980;70;51014;15209;52;0;1425500877
91390;assignsubmission_file;created;submission;79505;2;81726;70;50760;15727;604;0;1425503174
91401;assignsubmission_file;created;submission;79506;2;81980;70;51014;15215;52;0;1425503595
91414;assignsubmission_file;created;submission;79507;2;81980;70;51014;14761;52;0;1425503927
91988;assignsubmission_file;created;submission;79535;2;81726;70;50760;15907;604;0;1425551674
92124;assignsubmission_file;created;submission;79536;2;81752;70;50786;15921;604;0;1425556612
92404;assignsubmission_file;created;submission;79537;2;81669;70;50703;11645;476;0;1425561260
92825;assignsubmission_file;created;submission;79568;2;81980;70;51014;16138;52;0;1425571215
93000;assignsubmission_file;created;submission;79570;2;81752;70;50786;15612;604;0;1425574878
93034;assignsubmission_file;created;submission;79571;2;81980;70;51014;15515;52;0;1425577232
93225;assignsubmission_file;created;submission;79574;2;81980;70;51014;15557;52;0;1425583237
93434;assignsubmission_file;created;submission;79577;2;81980;70;51014;14853;52;0;1425592176
93457;assignsubmission_file;created;submission;79578;2;111699;70;70890;14615;1148;0;1425593577
93723;assignsubmission_file;created;submission;79581;2;81669;70;50703;11649;476;0;1425632942
94001;assignsubmission_file;created;submission;79582;2;81390;70;50424;11534;476;0;1425636612
95115;assignsubmission_file;created;submission;79586;2;81669;70;50703;11691;476;0;1425643369
95288;assignsubmission_file;created;submission;79587;2;111575;70;70803;11624;476;0;1425649765
95464;assignsubmission_file;created;submission;79590;2;81726;70;50760;16091;604;0;1425656317
95550;assignsubmission_file;created;submission;79591;2;81980;70;51014;16123;52;0;1425658625
95704;assignsubmission_file;created;submission;79592;2;81980;70;51014;16122;52;0;1425665680
95746;assignsubmission_file;created;submission;79593;2;81980;70;51014;14643;52;0;1425668512
95760;assignsubmission_file;created;submission;79594;2;81980;70;51014;14546;52;0;1425669809
95784;assignsubmission_file;created;submission;79595;2;81980;70;51014;15295;52;0;1425670028
95848;assignsubmission_file;created;submission;79596;2;81726;70;50760;15961;604;0;1425671497
95951;assignsubmission_file;created;submission;79600;2;81390;70;50424;11647;476;0;1425675931
96578;assignsubmission_file;created;submission;79604;2;81980;70;51014;16095;52;0;1425732880
96626;assignsubmission_file;created;submission;79605;2;81669;70;50703;11628;476;0;1425734029
96628;assignsubmission_file;created;submission;79606;2;82432;70;51466;16085;675;0;1425734040
96731;assignsubmission_file;created;submission;79608;2;81980;70;51014;16120;52;0;1425736796
96880;assignsubmission_file;created;submission;79610;2;81980;70;51014;14665;52;0;1425740324
96897;assignsubmission_file;created;submission;79612;2;81980;70;51014;16117;52;0;1425741624
96951;assignsubmission_file;created;submission;79614;2;81390;70;50424;11390;476;0;1425745154
96960;assignsubmission_file;created;submission;79615;2;82432;70;51466;16116;675;0;1425745721
97043;assignsubmission_file;created;submission;79618;2;81980;70;51014;15275;52;0;1425748423
97062;assignsubmission_file;created;submission;79619;2;81390;70;50424;11709;476;0;1425749051
97150;assignsubmission_file;created;submission;79621;2;81669;70;50703;11428;476;0;1425750597
97157;assignsubmission_file;created;submission;79622;2;81980;70;51014;14580;52;0;1425750753
97178;assignsubmission_file;created;submission;79623;2;81669;70;50703;11458;476;0;1425751704
97419;assignsubmission_file;created;submission;79626;2;81980;70;51014;16118;52;0;1425760033
97612;assignsubmission_file;created;submission;79630;2;81980;70;51014;16119;52;0;1425766449
97909;assignsubmission_file;created;submission;79633;2;81980;70;51014;16134;52;0;1425806920
97928;assignsubmission_file;created;submission;79634;2;81980;70;51014;15188;52;0;1425807465
98003;assignsubmission_file;created;submission;79635;2;81070;70;50104;15077;52;0;1425809882
98138;assignsubmission_file;created;submission;79637;2;81980;70;51014;16149;52;0;1425812577
98225;booktool_print;printed;book;2959;2;77854;70;47539;16116;675;0;1425813837
98229;assignsubmission_file;created;submission;79639;2;81980;70;51014;15077;52;0;1425813915
98235;assignsubmission_comments;created;comment;2822;2;81070;70;50104;15077;52;0;1425814022
98252;booktool_print;printed;chapter;18440;2;78333;70;47871;16116;675;0;1425814439
98254;booktool_print;printed;book;2959;2;77854;70;47539;16116;675;0;1425814451
98290;assignsubmission_file;created;submission;79642;2;81980;70;51014;14908;52;0;1425815267
98310;assignsubmission_file;created;submission;79643;2;81980;70;51014;14848;52;0;1425816493
98363;assignsubmission_file;created;submission;79645;2;82419;70;51453;16112;675;0;1425817757
